Molecular Weight,AlogP,Smiles,IC50_nM,pChEMBL Value,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI
477.3,3.91,COc1cc(I)c(CC(=O)N2C=CC(=O)C[C@H]2c2ccccc2)cc1OC,38.0,7.42,15.55,0.38,3.51,13.29
505.01,5.64,COC(=O)c1cc2c(NC(=O)C34CC5CC(CC(C5)C3)C4)cccc2n(Cc2ccc(Cl)cc2)c1=O,723.0,6.14,12.16,0.23,0.5,7.93
549.47,5.75,COC(=O)c1cc2c(NC(=O)C34CC5CC(CC(C5)C3)C4)cccc2n(Cc2ccc(Br)cc2)c1=O,810.0,6.09,11.09,0.23,0.34,7.87
440.54,6.15,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2nc(-c3ccc(C(=O)O)cc3)ccc12,25.0,7.6,17.26,0.31,1.45,9.59
427.84,4.12,C[C@H]1Cn2c(nnc2-c2nccs2)C(=O)N1Cc1cccc(C(F)(F)F)c1Cl,1.2,8.92,20.85,0.44,4.8,13.96
444.32,4.48,CCOC(=O)C1c2ncn(-c3ccccc3)c2CCN1C(=O)c1cccc(Cl)c1Cl,179.9,6.75,15.18,0.31,2.26,10.47
435.83,4.28,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCc2c(ncn2-c2ccccc2)C1CO,1367.7,5.86,13.45,0.27,1.58,10.05
436.8,5.27,CC1c2nnn(-c3ccc(F)cc3)c2C=CN1C(=O)c1cccc(C(F)(F)F)c1Cl,73.5,7.13,16.33,0.32,1.86,13.98
424.83,4.47,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCc2c(ncnc2-c2nccs2)C1,12.1,7.92,18.64,0.39,3.45,13.42
367.88,4.31,Cc1cccc(Cl)c1CNC(=O)Cc1c(C)nn(-c2ccccc2)c1C,39.81,7.4,20.12,0.39,3.09,15.77
388.83,3.32,CCOc1cccc(-n2cc(CC(=O)NCc3ccc(F)cc3Cl)cn2)n1,1258.93,5.9,15.17,0.3,2.58,8.55
280.75,1.97,CCN1C(=O)CC[C@H]1C(=O)NCc1cccc(Cl)c1,1000.0,6.0,21.37,0.43,4.03,12.14
294.78,2.28,CCN1C(=O)CC[C@H]1C(=O)NCc1c(C)cccc1Cl,100.0,7.0,23.75,0.48,4.72,14.17
343.2,2.22,CCN1C(=O)CC[C@H]1C(=O)NCc1ccc(Br)cc1F,39.81,7.4,21.56,0.51,5.18,14.98
318.27,2.08,CN1C(=O)CC[C@H]1C(=O)NCc1cccc(C(F)(F)F)c1F,25.12,7.6,23.88,0.47,5.52,15.38
310.76,2.25,O=C(NCc1ccc(F)cc1Cl)C1CCC(=O)N1C1CC1,19.95,7.7,24.78,0.5,5.45,15.58
360.76,3.13,O=C(NCc1cccc(C(F)(F)F)c1Cl)C1CCC(=O)N1C1CC1,1.259,8.9,24.67,0.51,5.77,18.01
318.27,2.08,CN1C(=O)CC[C@@H]1C(=O)NCc1cccc(C(F)(F)F)c1F,199.53,6.7,21.05,0.42,4.62,13.56
348.75,2.84,CCN1CC(C(=O)NCc2cccc(C(F)(F)F)c2Cl)CC1=O,50.12,7.3,20.93,0.43,4.46,14.77
343.25,3.11,CC(C)CN1CC(C(=O)NCc2ccc(Cl)cc2Cl)CC1=O,79.43,7.1,20.68,0.44,3.99,14.37
360.76,2.99,O=C(NCc1cccc(C(F)(F)F)c1Cl)C1CC(=O)N(C2CC2)C1,31.62,7.5,20.79,0.43,4.51,15.18
348.83,1.91,CCN1[C@H](C(=O)NCc2ccc(F)cc2Cl)CCCS1(=O)=O,630.96,6.2,17.77,0.38,4.29,9.33
341.24,3.15,O=C(NCc1cccc(Cl)c1Cl)[C@@H]1CCC(=O)N1C1CCC1,12.59,7.9,23.15,0.49,4.75,15.99
411.81,3.56,O=C(NCc1cccc(C(F)(F)F)c1Cl)[C@H]1CCC(=O)N1Cc1cccnc1,50.12,7.3,17.73,0.36,3.74,11.72
390.83,4.01,CC(C)(C)CN1C(=O)CC[C@@H]1C(=O)NCc1cccc(C(F)(F)F)c1Cl,158.49,6.8,17.4,0.36,2.79,13.76
316.81,1.3,Cc1cccc(Cl)c1CNC(=O)[C@@H]1CCS(=O)(=O)N1C,398.11,6.4,20.2,0.44,5.1,9.63
316.19,1.94,Cc1cc(Cl)cc(Cl)c1CNC(=O)[C@@H]1CNC(=O)N1C,1.259,8.9,28.15,0.61,6.96,14.49
349.74,2.34,CN1C[C@@H](C(=O)NCc2ccc(Cl)c(C(F)(F)F)c2)N(C)C1=O,50.12,7.3,20.87,0.43,4.96,13.87
364.78,3.3,Cc1cc(F)ccc1N1CCN(Cc2ccc(F)cc2Cl)C(=O)C1=O,251.19,6.6,18.09,0.36,3.3,16.25
398.72,5.13,O=C(NCC1(c2ccc(Cl)cc2)CCOCC1)c1c(Cl)cccc1Cl,360.0,6.44,16.16,0.35,1.31,16.81
432.27,5.34,Cc1ncc(C(CNC(=O)c2cccc(Cl)c2Cl)CC2(C(F)(F)F)CC2)cn1,64.0,7.19,16.64,0.35,1.85,13.11
400.8,5.21,O=C(NCC(CC1CC1)c1ccc(C(F)(F)F)nc1)c1c(F)cccc1Cl,50.0,7.3,18.22,0.37,2.09,17.39
378.39,4.42,COc1ccccc1C(=O)NCC(CC1CC1)c1ccc(C(F)(F)F)nc1,53.0,7.28,19.23,0.37,2.86,14.2
485.26,6.65,O=C(NCC(CC1(C(F)(F)F)CC1)c1ccc(C(F)(F)F)nc1)c1cccc(Cl)c1Cl,12.0,7.92,16.32,0.35,1.27,18.86
413.83,4.09,O=C(NCC(c1cnc(C(F)(F)F)nc1)C1CCOCC1)c1ccccc1Cl,51.0,7.29,17.62,0.36,3.2,11.37
428.31,5.36,Cc1ncc(C2(C(C)NC(=O)c3cccc(Cl)c3Cl)CCC(F)(F)CC2)cn1,960.0,6.02,14.05,0.29,0.66,10.97
411.86,4.84,Cc1ncc(C2(C(C)NC(=O)c3c(F)cccc3Cl)CCC(F)(F)CC2)cn1,1400.0,5.85,14.21,0.29,1.01,10.67
721.86,5.13,CN([C@@H](Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N1CCN(c2ccccc2)CC1)S(=O)(=O)c1cccc2cnccc12,158.0,6.8,9.42,0.18,1.67,5.23
362.79,2.86,COc1cccc(N2CCN(Cc3ccc(F)cc3Cl)C(=O)C2=O)c1,158.49,6.8,18.74,0.37,3.94,13.64
299.71,2.21,Cn1ncc(F)c1CC(=O)NCc1ccc(F)cc1Cl,125.89,6.9,23.02,0.47,4.69,14.71
359.82,2.0,Cc1c(Cl)cccc1CNC(=O)[C@@H]1CN(c2ncccn2)C(=O)N1C,7.943,8.1,22.51,0.44,6.1,10.33
287.15,1.91,CN1CCN(C(=O)c2cccc(Cl)c2Cl)CC1=O,199.53,6.7,23.33,0.51,4.79,16.49
374.84,3.98,CC(C)c1ccccc1N1CCN(Cc2ccc(F)cc2Cl)C(=O)C1=O,7.943,8.1,21.61,0.43,4.12,19.94
378.81,3.61,Cc1cc(F)cc(C)c1N1CCN(Cc2ccc(F)cc2Cl)C(=O)C1=O,39.81,7.4,19.53,0.39,3.79,18.22
393.21,2.84,O=C(c1ccc(F)c(Cl)c1Cl)N1CCn2c(nnc2-c2cnccn2)C1,1.995,8.7,22.13,0.46,5.86,11.33
393.21,2.84,O=C(c1ccc(Cl)c(F)c1Cl)N1CCn2c(nnc2-c2ccncn2)C1,19.95,7.7,19.58,0.4,4.86,10.03
364.15,3.86,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCn2c(Cl)cnc2C1,12.59,7.9,21.69,0.47,4.04,20.72
401.87,4.15,COc1cccc(-n2nc(C)c(CC(=O)NCc3ccc(F)cc3Cl)c2C)c1,501.19,6.3,15.68,0.31,2.15,11.22
399.9,4.96,Cc1c(CC(=O)NCc2ccc(F)cc2Cl)c(C(C)C)nn1-c1ccccc1,251.19,6.6,16.5,0.32,1.64,14.07
407.28,4.19,Cc1nn(-c2ccc(Cl)cn2)c(C)c1CC(=O)NCc1ccc(F)cc1Cl,251.19,6.6,16.21,0.33,2.41,11.03
392.22,3.44,O=C(c1ccc(Cl)cc1Cl)N1CCn2c(nnc2-c2ccc(F)cn2)C1,12.59,7.9,20.14,0.41,4.46,12.36
319.26,1.48,CN1C(=O)NC[C@H]1C(=O)NCc1cccc(C(F)(F)F)c1F,39.81,7.4,23.18,0.46,5.92,12.04
349.74,2.39,CCN1C(=O)NC[C@H]1C(=O)NCc1cccc(C(F)(F)F)c1Cl,3.981,8.4,24.02,0.5,6.01,13.67
404.26,2.82,CN1C(=O)N(c2cccnc2C#N)C[C@H]1C(=O)NCc1ccc(Cl)cc1Cl,31.62,7.5,18.55,0.38,4.68,8.4
310.18,3.15,Cc1cn2c(n1)CN(C(=O)c1cccc(Cl)c1Cl)CC2,316.23,6.5,20.96,0.44,3.35,17.05
362.22,3.24,O=C(c1cccc(Cl)c1Cl)N1CCn2c(nnc2-c2ccc[nH]2)C1,2.512,8.6,23.74,0.49,5.36,12.87
417.26,5.4,O=C(NCC1(c2ccc(F)nc2)CCC(F)(F)CC1)c1cccc(Cl)c1Cl,0.28,9.55,22.89,0.48,4.15,22.75
450.81,5.77,O=C(NCC1(c2ccc(F)nc2)CCC(F)(F)CC1)c1cc(C(F)(F)F)ccc1Cl,1.2,8.92,19.79,0.41,3.15,21.25
366.36,4.24,O=C(NCC1(c2ccc(F)nc2)CCC(F)(F)CC1)c1ccccc1F,190.0,6.72,18.35,0.35,2.48,16.01
460.91,4.15,CS(=O)(=O)c1ccc(Cl)c(C(=O)NCC2(c3ccc(F)nc3)CCC(F)(F)CC2)c1,8.7,8.06,17.49,0.37,3.91,10.59
398.72,5.13,O=C(NCC1(c2ccc(Cl)cc2)CCOCC1)c1cccc(Cl)c1Cl,43.0,7.37,18.48,0.4,2.24,19.22
439.33,6.14,O=C(NCC1(c2ccc(C3CC3)nc2)CCC(F)(F)CC1)c1cccc(Cl)c1Cl,1.3,8.89,20.23,0.42,2.75,21.16
429.29,5.27,COc1ccc(C2(CNC(=O)c3cccc(Cl)c3Cl)CCC(F)(F)CC2)cn1,0.96,9.02,21.01,0.44,3.75,17.61
476.47,4.38,CS(=O)(=O)c1ccccc1C(=O)NCC1(c2ccc(C(F)(F)F)nc2)CCC(F)(F)CC1,480.0,6.32,13.26,0.27,1.94,8.3
377.32,5.32,Cc1ccc(C(CNC(=O)c2cccc(Cl)c2Cl)CC2CC2)c(C)n1,1300.0,5.89,15.6,0.32,0.57,14.02
450.81,6.09,O=C(NCC(CC1CC1)c1ccc(C(F)(F)F)nc1)c1cccc(C(F)(F)F)c1Cl,1100.0,5.96,13.22,0.27,-0.13,14.19
400.8,5.21,O=C(NCC(CC1CC1)c1ccc(C(F)(F)F)nc1)c1c(F)cccc1Cl,2.1,8.68,21.65,0.44,3.47,20.67
672.72,4.18,O=C(N[C@@H](Cc1ccc(OS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1)C(=O)N1CCN(C(=O)c2ccccc2)CC1)OCc1ccccc1,34.0,7.47,11.1,0.21,3.29,4.51
308.43,3.74,N#C/N=C(\NCC12CC3CC(CC(C3)C1)C2)Nc1ccccc1,100.0,7.0,22.7,0.42,3.26,11.63
292.38,4.77,CCN(CC)C(=O)N1c2ccccc2C=Cc2ccccc21,69800.0,4.16,14.21,0.26,-0.61,17.65
391.92,4.73,Cc1nn(CC2CCCCC2)c(C)c1CC(=O)NCc1ccc(F)cc1Cl,630.96,6.2,15.82,0.31,1.47,13.21
401.87,3.55,Cc1cc(-n2nc(C)c(CC(=O)NCc3ccc(F)cc3Cl)c2C)nc(C)n1,199.53,6.7,16.67,0.33,3.15,9.22
386.86,3.84,Cc1ccncc1-n1nc(C)c(CC(=O)NCc2ccc(F)cc2Cl)c1C,398.11,6.4,16.54,0.32,2.56,10.7
394.92,3.49,CCN(CC)CCn1nc(C)c(CC(=O)NCc2ccc(F)cc2Cl)c1C,199.53,6.7,16.97,0.34,3.21,13.36
371.84,4.09,CCc1ccccc1-n1cc(CC(=O)NCc2ccc(F)cc2Cl)cn1,251.19,6.6,17.75,0.35,2.51,14.07
367.88,4.31,Cc1nn(-c2ccccc2)c(C)c1CC(=O)NCc1cccc(Cl)c1C,31.62,7.5,20.39,0.39,3.19,15.98
396.89,2.39,COCCNCCn1nc(C)c(CC(=O)NCc2ccc(F)cc2Cl)c1C,125.89,6.9,17.39,0.35,4.51,10.12
343.25,3.26,CCN1C(=O)C(C)(C)CC1C(=O)NCc1ccc(Cl)cc1Cl,25.12,7.6,22.14,0.47,4.34,15.38
493.74,5.86,O=C(NCc1cccc(C(F)(F)F)c1Cl)C1CCCC(=O)N1Cc1c(Cl)cccc1Cl,100.0,7.0,14.18,0.31,1.14,14.17
334.73,2.45,CN1CC(C(=O)NCc2cccc(C(F)(F)F)c2Cl)CC1=O,63.1,7.2,21.51,0.45,4.75,14.57
379.31,2.81,CC(C)N1[C@H](C(=O)NCc2ccc(Cl)cc2Cl)CCCS1(=O)=O,501.19,6.3,16.61,0.37,3.49,9.48
333.29,1.83,CN1C[C@@H](C(=O)NCc2ccc(F)cc2C(F)(F)F)N(C)C1=O,50.12,7.3,21.9,0.43,5.47,13.87
354.33,1.49,CN1[C@H](C(=O)NCc2ccc(F)cc2C(F)(F)F)CCS1(=O)=O,398.11,6.4,18.06,0.38,4.91,9.63
330.84,1.69,CCN1[C@H](C(=O)NCc2cccc(Cl)c2C)CCS1(=O)=O,50.12,7.3,22.07,0.47,5.61,10.98
325.29,1.81,CN1C(=O)CC[C@H]1C(=O)NCc1cccc(C(F)(F)F)c1C#N,6.31,8.2,25.21,0.49,6.39,11.2
331.73,2.95,Cn1nccc1CC(=O)NCc1cccc(C(F)(F)F)c1Cl,25.12,7.6,22.91,0.47,4.65,16.2
360.82,3.47,Cc1ccc(N2CCN(Cc3ccc(F)cc3Cl)C(=O)C2=O)cc1C,501.19,6.3,17.46,0.34,2.83,15.51
410.79,3.01,Cn1ccc(-c2nnc3n2CCN(C(=O)c2cccc(C(F)(F)F)c2Cl)C3)n1,5.012,8.3,20.2,0.4,5.29,12.06
408.77,3.06,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCn2c(nnc2-c2cccnn2)C1,12.59,7.9,19.33,0.39,4.84,10.29
425.77,3.81,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCn2c(nnc2-c2ccc(F)cn2)C1,2.512,8.6,20.2,0.41,4.79,13.46
357.78,2.79,O=C(c1ccc(F)cc1Cl)N1CCn2c(-c3cnccn3)cnc2C1,3.981,8.4,23.48,0.46,5.61,13.14
405.39,4.51,Cc1nn(-c2ccccc2)c(C)c1CC(=O)NCc1ccc(F)cc1C(F)(F)F,158.49,6.8,16.77,0.32,2.29,14.49
441.72,4.84,Cc1nn(-c2ncc(Cl)cc2Cl)c(C)c1CC(=O)NCc1ccc(F)cc1Cl,199.53,6.7,15.17,0.33,1.86,11.2
372.83,3.54,Cc1nn(-c2ccncc2)c(C)c1CC(=O)NCc1ccc(F)cc1Cl,63.1,7.2,19.31,0.38,3.66,12.04
371.8,3.34,O=C1C(=O)N(c2cccc3[nH]ccc23)CCN1Cc1ccc(F)cc1Cl,12.59,7.9,21.25,0.41,4.56,14.0
397.23,3.52,COc1cccc(N2CCN(Cc3ccc(F)cc3Cl)C(=O)C2=O)c1Cl,25.12,7.6,19.13,0.4,4.08,15.25
362.35,3.1,Cc1cccc(C)c1N1CCN(Cc2ccc(F)c(F)c2F)C(=O)C1=O,39.81,7.4,20.42,0.39,4.3,18.22
414.28,4.97,Cc1ncc(C2(CNC(=O)c3cccc(Cl)c3Cl)CCC(F)(F)CC2)cn1,8.6,8.07,19.47,0.41,3.1,14.7
412.74,5.59,O=C(NCC(c1ccc(Cl)cc1)C1CCOCC1)c1cccc(Cl)c1Cl,1.6,8.8,21.31,0.46,3.21,22.95
418.25,5.12,O=C(NCC(CC1CC1)c1cnc(C(F)(F)F)nc1)c1c(Cl)cccc1Cl,3.8,8.42,20.13,0.43,3.3,15.34
407.34,4.93,CC(C)(O)c1ccc(C(CNC(=O)c2cccc(Cl)c2Cl)CC2CC2)cn1,30.0,7.52,18.47,0.38,2.59,12.09
465.83,5.63,O=C(NCC(c1cnc(C(F)(F)F)nc1)C1CCC(F)(F)CC1)c1c(F)cccc1Cl,61.0,7.21,15.49,0.32,1.58,13.15
394.85,4.99,COc1cccc(C(=O)NCC(CC2CC2)c2ccc(C(F)F)nc2)c1Cl,4.4,8.36,21.16,0.42,3.37,16.32
421.36,2.51,Cc1c(C(=O)N2Cc3nnn(-c4ncc(F)cn4)c3C[C@@H]2C)ccnc1C(F)(F)F,26.0,7.58,18.0,0.35,5.08,8.46
312.77,2.5,CCCN1C(=O)CC[C@H]1C(=O)NCc1ccc(F)cc1Cl,158.49,6.8,21.74,0.44,4.3,13.76
430.98,7.1,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2nc(-c3ccc(Cl)cc3)ccc12,123.0,6.91,16.03,0.3,-0.19,16.46
455.47,4.05,Cl.O=C(NCC1C2CC3CC(C2)CC1C3)c1cc(CCCNCCCO)ccc1Cl,1.5,8.82,21.06,0.42,4.77,14.38
323.44,2.81,N#C/N=C(/NCc1ccncc1)NCC12CC3CC(CC(C3)C1)C2,447.0,6.35,19.63,0.36,3.54,8.69
464.47,3.5,Cc1cc(F)c(-c2ccnn(C)c2=O)cc1NC(=O)C1=CN(C)C(=O)C[C@H]1c1ccc(F)cc1,13.0,7.89,16.98,0.32,4.39,9.35
281.74,1.29,Cc1c(Cl)cccc1CNC(=O)[C@@H]1CNC(=O)N1C,19.95,7.7,27.33,0.55,6.41,12.53
413.83,3.6,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCn2c(nnc2N2CCCCC2)C1,100.0,7.0,16.92,0.34,3.4,12.9
440.25,5.53,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCn2c(-c3ccc(Cl)cc3)cnc2C1,251.19,6.6,14.99,0.31,1.07,17.31
408.43,2.6,Cc1cc2cnn(CCO)c2cc1NC(=O)C1=CNC(=O)C[C@H]1c1ccc(F)cc1,47.0,7.33,17.94,0.33,4.73,7.61
354.88,5.43,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2nc(Cl)ccc12,7.0,8.15,22.98,0.45,2.72,19.42
406.75,3.36,O=C(c1cccc(C(F)(F)F)c1Cl)N1C=Cc2c(nnn2-c2cnccn2)C1,5.5,8.26,20.31,0.4,4.9,10.75
405.77,3.96,O=C(c1cccc(C(F)(F)F)c1Cl)N1C=Cc2c(nnn2-c2ccccn2)C1,10.3,7.99,19.68,0.39,4.03,12.5
424.79,4.48,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCc2c(-c3ccc(F)cn3)n[nH]c2C1,12.4,7.91,18.61,0.37,3.43,12.78
372.25,4.58,O=C(c1cccc(Cl)c1Cl)N1CCc2c(-c3ccccc3)n[nH]c2C1,6.2,8.21,22.05,0.45,3.63,16.75
440.79,3.63,C[C@@H]1c2nnn(-c3ncc(F)cn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,3.0,8.52,19.34,0.39,4.89,11.1
405.81,4.88,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCn2cc(-c3ccccc3)nc2C1,316.23,6.5,16.02,0.32,1.62,17.05
400.31,4.94,CCc1nc2c(n1-c1ccccc1)CCN(C(=O)c1cccc(Cl)c1Cl)C2,216.8,6.66,16.65,0.34,1.72,17.48
395.83,3.87,O=C(c1ccc(F)cc1Cl)N1CCn2c(nnc2-c2cccc3cc[nH]c23)C1,31.62,7.5,18.95,0.37,3.63,11.23
412.82,4.33,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCn2c(-c3cscn3)cnc2C1,1.259,8.9,21.56,0.45,4.57,17.44
334.38,2.01,Cc1ccc(C(=O)N2CCn3c(nnc3-c3cnccn3)C2)c(C)c1,125.89,6.9,20.64,0.38,4.89,8.98
421.85,5.02,Cc1nn(-c2ccccc2)c(C)c1CC(=O)NCc1cc(C(F)(F)F)ccc1Cl,501.19,6.3,14.93,0.3,1.28,13.43
424.81,3.4,C[C@H]1Cn2c(nnc2-c2ccn(C)n2)C(=O)N1Cc1cccc(C(F)(F)F)c1Cl,4.2,8.38,19.72,0.39,4.98,12.17
615.03,6.34,N#Cc1cccc(S(=O)(=O)Oc2ccc(-c3cncn3C3CCN(C(=O)c4ccc(Cl)c(C(F)(F)F)c4)CC3)cc2)c1,73.0,7.14,11.6,0.23,0.8,6.78
689.16,6.95,CCN(CC)C(=O)c1cccc(S(=O)(=O)Oc2ccc(-c3cncn3C3CCN(C(=O)c4ccc(Cl)c(C(F)(F)F)c4)CC3)cc2)c1,202.0,6.7,9.71,0.19,-0.26,6.58
297.31,2.25,CCCCc1cn(C2=CC(=O)c3cccc(O)c3C2=O)nn1,230.0,6.64,22.33,0.41,4.39,7.8
363.24,3.81,O=C(NCc1ccc(Cl)cc1Cl)[C@@H]1CCC(=O)N1c1ccccc1,10000.0,5.0,13.77,0.28,1.19,10.12
721.86,5.13,CN([C@@H](Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N1CCN(c2ccccc2)CC1)S(=O)(=O)c1cccc2cnccc12,158.0,6.8,9.42,0.18,1.67,5.23
435.84,4.43,Cc1nc2c(c(-c3ccn[nH]3)n1)CC(C)N(C(=O)c1cccc(C(F)(F)F)c1Cl)C2,14.3,7.84,18.0,0.36,3.41,10.49
451.84,3.55,C[C@H]1Cn2c(nnc2-c2cc(CO)ccn2)C(=O)N1Cc1cccc(C(F)(F)F)c1Cl,0.7,9.15,20.26,0.4,5.6,10.88
766.86,5.04,CN([C@@H](Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N1CCN(c2ccc([N+](=O)[O-])cc2)CC1)S(=O)(=O)c1cccc2cnccc12,5.8,8.24,10.74,0.21,3.2,4.75
790.75,6.44,CN([C@@H](Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N1CCN(c2ccc(Cl)c(Cl)c2)CC1)S(=O)(=O)c1cccc2cnccc12,33.9,7.47,9.45,0.19,1.03,5.74
756.31,5.78,CN([C@@H](Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N1CCN(c2ccc(Cl)cc2)CC1)S(=O)(=O)c1cccc2cnccc12,105.0,6.98,9.23,0.18,1.2,5.37
721.86,5.13,CN([C@@H](Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N1CCN(c2ccccc2)CC1)S(=O)(=O)c1cccc2cnccc12,94.4,7.03,9.73,0.19,1.9,5.4
297.32,1.8,COc1cccc(-c2nnnn2Cc2cccnc2)c1OC,3981.07,5.4,18.16,0.34,3.6,7.2
330.22,4.79,Clc1cccc(-c2nncn2[C@H]2CCc3ccccc32)c1Cl,50.12,7.3,22.11,0.45,2.51,23.77
318.21,4.61,Cc1ccccc1Cn1cnnc1-c1cccc(Cl)c1Cl,77.62,7.11,22.34,0.46,2.5,23.15
303.19,4.91,Clc1cccc(-c2cncn2Cc2ccccc2)c1Cl,1819.7,5.74,18.93,0.39,0.83,32.21
303.83,4.29,O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccccc1Cl,7.943,8.1,26.66,0.53,3.81,27.84
340.45,3.56,N#C/N=C(/NCc1cccc(F)c1)NCC12CC3CC(CC(C3)C1)C2,708.0,6.15,18.06,0.34,2.59,10.21
352.48,3.43,COc1cccc(CN/C(=N/C#N)NCC23CC4CC(CC(C4)C2)C3)c1,851.0,6.07,17.22,0.32,2.64,8.74
309.42,3.14,N#C/N=C(\NCC12CC3CC(CC(C3)C1)C2)Nc1cccnc1,214.0,6.67,21.56,0.4,3.53,9.12
338.46,3.75,COc1ccccc1N/C(=N/C#N)NCC12CC3CC(CC(C3)C1)C2,51.0,7.29,21.55,0.4,3.54,10.5
322.46,3.42,N#C/N=C(/NCc1ccccc1)NCC12CC3CC(CC(C3)C1)C2,79.0,7.1,22.03,0.4,3.68,11.8
340.45,3.56,N#C/N=C(/NCc1cccc(F)c1)NCC12CC3CC(CC(C3)C1)C2,132.0,6.88,20.21,0.38,3.32,11.43
406.8,4.14,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCc2c(ncn2-c2ccccn2)C1,6.1,8.21,20.19,0.4,4.07,16.1
373.24,3.77,O=C(c1cccc(Cl)c1Cl)N1CCc2c(ncn2-c2ccccn2)C1,46.5,7.33,19.65,0.4,3.56,14.37
407.78,3.53,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCc2c(ncn2-c2cnccn2)C1,9.4,8.03,19.68,0.39,4.5,12.56
386.28,4.59,Cn1nc2c(c1-c1ccccc1)CCN(C(=O)c1cccc(Cl)c1Cl)C2,128.5,6.89,17.84,0.36,2.3,18.07
386.28,4.59,Cn1nc2c(c1-c1ccccc1)CCN(C(=O)c1cccc(Cl)c1Cl)C2,229.9,6.64,17.19,0.35,2.05,17.41
376.81,3.62,CCN1C(=O)C(C)(C)C[C@H]1C(=O)NCc1cccc(C(F)(F)F)c1Cl,5.012,8.3,22.03,0.45,4.68,16.8
397.81,2.2,Cc1nc[nH]c1CN1C[C@@H](C(=O)NCc2ccc(F)c(F)c2Cl)N(C)C1=O,199.53,6.7,16.84,0.34,4.5,8.24
335.71,2.0,CN1C[C@@H](C(=O)NCc2cccc(C(F)(F)F)c2Cl)NC1=O,63.1,7.2,21.45,0.45,5.2,11.72
328.84,4.29,Cc1ccc(Cl)c(C(=O)NCC2(c3cccnc3)CCCC2)c1,2900.0,5.54,16.84,0.33,1.25,13.19
403.23,5.33,O=C(NCC(c1ccc(C(F)(F)F)nc1)C1CC1)c1cccc(Cl)c1Cl,120.0,6.92,17.16,0.36,1.59,16.48
442.43,5.29,COc1cccc(C(=O)NCC2(c3ccc(C(F)(F)F)nc3)CCC(F)(F)CC2)c1C,1.6,8.8,19.88,0.39,3.51,17.17
406.42,5.34,O=C(NCC(CC1(C(F)(F)F)CC1)c1ccc(C2CC2)nc1)c1ccccc1F,1700.0,5.77,14.2,0.27,0.43,13.74
434.36,5.49,O=C(NCC(CC1(C(F)(F)F)CC1)c1ccc(C(F)(F)F)nc1)c1ccccc1F,430.0,6.37,14.66,0.29,0.88,15.16
368.48,3.12,COc1ccc(C(CNC(=O)c2cccc(C)c2C)N2CCOCC2)cc1,47.0,7.33,19.89,0.37,4.21,14.43
358.87,3.4,Cc1ncc(C(CNC(=O)c2ccccc2Cl)N2CCCCC2)cn1,120.0,6.92,19.29,0.38,3.52,11.91
417.29,3.93,Cn1cc(C(CNC(=O)c2c(Cl)cccc2Cl)N2CCC(F)(F)CC2)cn1,56.0,7.25,17.38,0.37,3.32,14.46
424.88,3.65,COc1cccc(C(=O)NCC(c2cnc(C)nc2)N2CCC(F)(F)CC2)c1Cl,12.0,7.92,18.64,0.37,4.27,11.76
429.3,4.29,Cc1ncc(C(CNC(=O)c2c(Cl)cccc2Cl)N2CCC(F)(F)CC2)cn1,19.0,7.72,17.99,0.38,3.43,13.29
407.3,3.23,Cc1ncc(C(CNC(=O)c2cccc(Cl)c2Cl)N2CCC(=O)CC2)cn1,19.0,7.72,18.96,0.39,4.49,10.27
538.59,4.21,O=C1NC(=O)N(Cc2cccc3cnccc23)C1Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1,3820.0,5.42,10.06,0.19,1.21,4.57
612.71,4.41,O=C1NC(=O)N(CCC2CCN(C(=O)c3ccccc3)CC2)C1Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1,4990.0,5.3,8.65,0.16,0.89,4.21
